substrate,coupling_partner,effective_coupling_partner,solvent,time,temperature,catalyst_precursor,reagents,effective_reagents,effective_reagents_covalent,reductant,ligand,effective_ligand,product,analytical_yield,isolated_yield,coupling_partner_class,DOI,origin,eq_substrate,eq_coupling_partner,eq_catalyst,eq_ligand,eq_reagent,2_steps,scheme_table,Review,Mechanism
COc1ccc2ccccc2c1,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,c3ccc(c2ccc1ccccc1c2)cc3,69,,Li,https://doi.org/10.1002/chem.201603436,Optimisation,1,1.5,0.02,0.04,0,,Table 2,Research_Article,Murahashi
COc1ccc2ccccc2c1,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,c3ccc(c2ccc1ccccc1c2)cc3,86,,Li,https://doi.org/10.1002/chem.201603436,Optimisation,1,1.5,0.05,0.01,0,,Table 2,Research_Article,Murahashi
COc1ccc2ccccc2c1,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,c3ccc(c2ccc1ccccc1c2)cc3,83,,Li,https://doi.org/10.1002/chem.201603436,Optimisation,1,1.5,0.05,0.15,0,,Table 2,Research_Article,Murahashi
COc1ccc2ccccc2c1,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,c3ccc(c2ccc1ccccc1c2)cc3,86,,Li,https://doi.org/10.1002/chem.201603436,Optimisation,1,1.5,0.075,0.15,0,,Table 2,Research_Article,Murahashi
COc1ccc2ccccc2c1,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,c3ccc(c2ccc1ccccc1c2)cc3,92,,Li,https://doi.org/10.1002/chem.201603436,Optimisation,1,1.5,0.1,0.1,0,,Table 2,Research_Article,Murahashi
COc1ccc2ccccc2c1,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,c3ccc(c2ccc1ccccc1c2)cc3,93,,Li,https://doi.org/10.1002/chem.201603436,Optimisation,1,1.5,0.1,0.2,0,,Table 2,Research_Article,Murahashi
COc1ccc2ccccc2c1,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,c3ccc(c2ccc1ccccc1c2)cc3,,92.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,Cc1ccccc1[Li],Cc1ccccc1[Li],toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,Cc1ccccc1c3ccc2ccccc2c3,,94.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,Cc1cc(C)c([Li])c(C)c1,Cc1cc(C)c([Li])c(C)c1,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,Cc3cc(C)c(c2ccc1ccccc1c2)c(C)c3,,72.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,CC(C)(C)c1ccc([Li])cc1,CC(C)(C)c1ccc([Li])cc1,toluene,12h,70°C,Ni(cod)2,,,,,SIMes·HCl,SIMes,CC(C)(C)c3ccc(c2ccc1ccccc1c2)cc3,,95.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,COc1ccc([Li])cc1,COc1ccc([Li])cc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,COc3ccc(c2ccc1ccccc1c2)cc3,,92.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,CC(C)(C)[Si](C)(C)Oc1ccc([Li])cc1,CC(C)(C)[Si](C)(C)Oc1ccc([Li])cc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,CC(C)(C)[Si](C)(C)Oc3ccc(c2ccc1ccccc1c2)cc3,,88.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,COCOc1ccccc1[Li],COCOc1ccccc1[Li],toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,COCOc1ccccc1c3ccc2ccccc2c3,,84.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,CN(C)c3ccc([Li])cc3,CN(C)c3ccc([Li])cc3,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,CN(C)c3ccc(c2ccc1ccccc1c2)cc3,,90.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,[Li]c1cccc2ccccc12,[Li]c1cccc2ccccc12,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,c4ccc3cc(c1cccc2ccccc12)ccc3c4,,94.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,C[Si](C)(C)Oc3ccc([Li])cc3,C[Si](C)(C)Oc3ccc([Li])cc3,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,C[Si](C)(C)Oc3ccc(c2ccc1ccccc1c2)cc3,,73.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,CC(C)(C)[Si](C)(C)Oc3cccc([Li])c3,CC(C)(C)[Si](C)(C)Oc3cccc([Li])c3,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,CC(C)(C)[Si](C)(C)Oc3cccc(c2ccc1ccccc1c2)c3,,72.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,Cn1cccc1[Li],Cn1cccc1[Li],toluene,12h,70°C,Ni(cod)2,,,,,SIMes·HCl,SIMes,Cn1cccc1c3ccc2ccccc2c3,,73.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,Cn1c([Li])cc4ccccc41,Cn1c([Li])cc4ccccc41,toluene,12h,70°C,Ni(cod)2,,,,,SIMes·HCl,SIMes,Cn1c(c2ccc3ccccc3c2)cc4ccccc41,,90.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,Cn4ccc3ccc([Li])cc34,Cn4ccc3ccc([Li])cc34,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,Cn1ccc2ccc(c3ccc4ccccc4c3)cc21,,93.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,CCn5c1ccccc1c4ccc([Li])cc45,CCn5c1ccccc1c4ccc([Li])cc45,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,CCn1c2ccccc2c3ccc(c4ccc5ccccc5c4)cc31,,91.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,[Li]C=CCCCCCCCC,[Li]C=CCCCCCCCC,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,CCCCCCCC/C=C/c1ccc2ccccc2c1,,35.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,[Li]C1CCCCC=1,[Li]C1CCCCC=1,toluene,12h,70°C,Ni(cod)2,,,,,SIMes·HCl,SIMes,C1=C(c2ccc3ccccc3c2)CCCC1,,85.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,[Li](C1CC1),[Li](C1CC1),toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,c1ccc2cc(C3CC3)ccc2c1,,76.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
COc1ccc2ccccc2c1,[Li]C,[Li]C,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,Cc2ccc1ccccc1c2,,88.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 1,Research_Article,Murahashi
C[Si](C)(C)c2ccc1cc(OC)ccc1c2,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes,SIMes,C[Si](C)(C)c3ccc2cc(c1ccccc1)ccc2c3,,92.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 3,Research_Article,Murahashi
COc3ccc2cc(N1CCCCC1)ccc2c3,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes,SIMes,c4ccc(c3ccc2cc(N1CCCCC1)ccc2c3)cc4,,72.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 3,Research_Article,Murahashi
Oc2ccc1ccc(OC)cc1c2,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,C[Li],C[Li],,,SIMes,SIMes,Oc3ccc2ccc(c1ccccc1)cc2c3,,89.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,1,,Scheme 3,Research_Article,Murahashi
c2ccc1cccc(OC)c1c2,COc1ccc([Li])cc1,COc1ccc([Li])cc1,toluene,12h,50°C,Ni(cod)2,,,,,SIMes,SIMes,COc3ccc(c1cccc2ccccc12)cc3,,90.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 3,Research_Article,Murahashi
COc2ccc1ccc(OC)cc1c2,Cc1ccccc1[Li],Cc1ccccc1[Li],toluene,12h,rt,Ni(cod)2,,,,,SIMes,SIMes,Cc1ccccc1c4ccc3ccc(c2c(C)cccc2)cc3c4,,85.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,Yes,Scheme 3,Research_Article,Murahashi
COc1ccc(C)cc1,CN(C)c3ccc([Li])cc3,CN(C)c3ccc([Li])cc3,toluene,12h,90°C,Ni(cod)2,,,,,SIMes,SIMes,Cc2ccc(c1ccc(N(C)C)cc1)cc2,,30.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 3,Research_Article,Murahashi
COc1ccc([C@@H](C)N(C)C)cc1,Cc1ccccc1[Li],Cc1ccccc1[Li],toluene,12h,70°C,Ni(cod)2,,,,,SIMes,SIMes,Cc1ccccc1c2ccc([C@@H](C)N(C)C)cc2,,86.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 3,Research_Article,Murahashi
COc1ccc([C@H](C)N(C)C)cc1,Cc1ccccc1[Li],Cc1ccccc1[Li],toluene,12h,70°C,Ni(cod)2,,,,,SIMes,SIMes,Cc1ccccc1c2ccc([C@H](C)N(C)C)cc2,,88.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 3,Research_Article,Murahashi
COc1ccc(CO)cc1,Cc1ccccc1[Li],Cc1ccccc1[Li],toluene,12h,50°C,Ni(cod)2,C[Li],C[Li],,,SIMes,SIMes,Cc1ccccc1c2ccc(CO)cc2,,85.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,1,,Scheme 3,Research_Article,Murahashi
COc1ccc(CCO)cc1,Cc1ccccc1[Li],Cc1ccccc1[Li],toluene,12h,50°C,Ni(cod)2,C[Li],C[Li],,,SIMes,SIMes,Cc1ccccc1c2ccc(CCO)cc2,,86.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,1,,Scheme 3,Research_Article,Murahashi
COc2ccc1ncccc1c2,CN(C)c1ccc([Li])cc1,CN(C)c1ccc([Li])cc1,toluene,12h,50°C,Ni(cod)2,,,,,SIMes,SIMes,CN(C)c3ccc(c2ccc1ncccc1c2)cc3,,51.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 3,Research_Article,Murahashi
COc2ccc1c(ccn1C)c2,Cc1ccccc1[Li],Cc1ccccc1[Li],toluene,12h,90°C,Ni(cod)2,,,,,SIMes,SIMes,Cc1ccccc1c3ccc2c(ccn2C)c3,,40.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 3,Research_Article,Murahashi
COc1ccc3c(c1)c2ccccc2n3C,Cc1ccccc1[Li],Cc1ccccc1[Li],toluene,12h,90°C,Ni(cod)2,,,,,SIMes,SIMes,Cc1ccccc1c2ccc4c(c2)c3ccccc3n4C,,41.0,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 3,Research_Article,Murahashi
CCOc2ccc1ccccc1c2,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes,SIMes,c3ccc(c2ccc1ccccc1c2)cc3,78,,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 4,Research_Article,Murahashi
CC(C)Oc2ccc1ccccc1c2,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes,SIMes,c3ccc(c2ccc1ccccc1c2)cc3,77,,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 4,Research_Article,Murahashi
C[Si](C)(C)Oc2ccc1ccccc1c2,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes,SIMes,c3ccc(c2ccc1ccccc1c2)cc3,0,,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 4,Research_Article,Murahashi
CC(C)(C)[Si](C)(C)Oc2ccc1ccccc1c2,[Li]c1ccccc1,[Li]c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes,SIMes,c3ccc(c2ccc1ccccc1c2)cc3,71,,Li,https://doi.org/10.1002/chem.201603436,Scope,1,1.5,0.1,0.1,0,,Scheme 4,Research_Article,Murahashi
C[Si](C)(C)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,C[Zn](C)(C)([Li])([Li])c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,SIMes·HCl,SIMes,c3ccc(c2ccc1ccccc1c2)cc3,,60.0,Zn,https://doi.org/10.1002/chem.201603436,Optimisation,1,3,0.05,0.1,0,,Scheme 5,Research_Article,Negishi
C[Si](C)(C)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,C[Zn](C)(C)([Li])([Li])c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,PCy3,PCy3,c3ccc(c2ccc1ccccc1c2)cc3,,64.0,Zn,https://doi.org/10.1002/chem.201603436,Optimisation,1,3,0.05,0.1,0,,Scheme 5,Research_Article,Negishi
CC[Si](C)(C)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,C[Zn](C)(C)([Li])([Li])c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,PCy3,PCy3,c3ccc(c2ccc1ccccc1c2)cc3,,51.0,Zn,https://doi.org/10.1002/chem.201603436,Scope,1,3,0.05,0.1,0,,Scheme S1,Research_Article,Negishi
CC(C)[Si](C)(C)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,C[Zn](C)(C)([Li])([Li])c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,PCy3,PCy3,c3ccc(c2ccc1ccccc1c2)cc3,,53.0,Zn,https://doi.org/10.1002/chem.201603436,Scope,1,3,0.05,0.1,0,,Scheme S1,Research_Article,Negishi
CC(C)(C)[Si](C)(C)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,C[Zn](C)(C)([Li])([Li])c1ccccc1,toluene,12h,50°C,Ni(cod)2,,,,,PCy3,PCy3,c3ccc(c2ccc1ccccc1c2)cc3,,65.0,Zn,https://doi.org/10.1002/chem.201603436,Scope,1,3,0.05,0.1,0,,Scheme S1,Research_Article,Negishi
C[Si](C)(Oc2ccc1ccccc1c2)c3ccccc3,C[Zn](C)(C)([Li])([Li])c1ccccc1,C[Zn](C)(C)([Li])([Li])c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,PCy3,PCy3,c3ccc(c2ccc1ccccc1c2)cc3,,61.0,Zn,https://doi.org/10.1002/chem.201603436,Scope,1,3,0.05,0.1,0,,Scheme S1,Research_Article,Negishi
CC[Si](CC)(CC)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,C[Zn](C)(C)([Li])([Li])c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,PCy3,PCy3,c3ccc(c2ccc1ccccc1c2)cc3,,54.0,Zn,https://doi.org/10.1002/chem.201603436,Scope,1,3,0.05,0.1,0,,Scheme S1,Research_Article,Negishi
C=CC[Si](C)(C)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,C[Zn](C)(C)([Li])([Li])c1ccccc1,toluene,12h,rt,Ni(cod)2,,,,,PCy3,PCy3,c3ccc(c2ccc1ccccc1c2)cc3,,0.0,Zn,https://doi.org/10.1002/chem.201603436,Scope,1,3,0.05,0.1,0,,Scheme S1,Research_Article,Negishi
C[Si](C)(C)Oc2ccc1ccccc1c2,Cc1ccccc1[Zn](C)(C)(C)([Li])[Li],Cc1ccccc1[Zn](C)(C)(C)([Li])[Li],toluene,12h,rt,Ni(cod)2,,,,,PCy3,PCy3,Cc1ccccc1c3ccc2ccccc2c3,,32.0,Zn,https://doi.org/10.1002/chem.201603436,Scope,1,3,0.05,0.1,0,,Scheme S2,Research_Article,Negishi
C[Si](C)(C)Oc2ccc1ccccc1c2,Cc1cccc([Zn](C)(C)(C)([Li])[Li])c1,Cc1cccc([Zn](C)(C)(C)([Li])[Li])c1,toluene,12h,rt,Ni(cod)2,,,,,PCy3,PCy3,Cc3cccc(c2ccc1ccccc1c2)c3,,68.0,Zn,https://doi.org/10.1002/chem.201603436,Scope,1,3,0.05,0.1,0,,Scheme S2,Research_Article,Negishi
C[Si](C)(C)Oc2ccc1ccccc1c2,Cc1ccc([Zn](C)(C)(C)([Li])[Li])cc1,Cc1ccc([Zn](C)(C)(C)([Li])[Li])cc1,toluene,12h,rt,Ni(cod)2,,,,,PCy3,PCy3,Cc3ccc(c2ccc1ccccc1c2)cc3,,67.0,Zn,https://doi.org/10.1002/chem.201603436,Scope,1,3,0.05,0.1,0,,Scheme S2,Research_Article,Negishi
C[Si](C)(C)Oc2ccc1ccccc1c2,COc1ccc([Zn](C)(C)(C)([Li])[Li])cc1,COc1ccc([Zn](C)(C)(C)([Li])[Li])cc1,toluene,12h,rt,Ni(cod)2,,,,,PCy3,PCy3,COc3ccc(c2ccc1ccccc1c2)cc3,,70.0,Zn,https://doi.org/10.1002/chem.201603436,Scope,1,3,0.05,0.1,0,,Scheme S2,Research_Article,Negishi
C[Si](C)(C)Oc2ccc1ccccc1c2,COc1ccc([Zn](C)(C)(C)([Li])[Li])cc1,COc1ccc([Zn](C)(C)(C)([Li])[Li])cc1,toluene,12h,rt,Ni(cod)2,,,,,PCy3,PCy3,COc3ccc(c2ccc1ccccc1c2)cc3,,57.0,Zn,https://doi.org/10.1002/chem.201603436,Scope,1,3,0.05,0.1,0,,Scheme S2,Research_Article,Negishi
C[Si](C)(C)Oc2ccc1ccccc1c2,CC(C)N(C(=O)c1ccc([Zn](C)(C)(C)([Li])[Li])cc1)C(C)C,CC(C)N(C(=O)c1ccc([Zn](C)(C)(C)([Li])[Li])cc1)C(C)C,toluene,12h,rt,Ni(cod)2,,,,,PCy3,PCy3,CC(C)N(C(=O)c3ccc(c2ccc1ccccc1c2)cc3)C(C)C,,53.0,Zn,https://doi.org/10.1002/chem.201603436,Scope,1,3,0.05,0.1,0,,Scheme S2,Research_Article,Negishi
C[Si](C)(C)Oc2ccc1ccccc1c2,c2ccc1ccccc1c2[Zn](C)(C)(C)([Li])([Li]),c2ccc1ccccc1c2[Zn](C)(C)(C)([Li])([Li]),toluene,12h,rt,Ni(cod)2,,,,,PCy3,PCy3,c4ccc3cc(c1cccc2ccccc12)ccc3c4,,66.0,Zn,https://doi.org/10.1002/chem.201603436,Scope,1,3,0.05,0.1,0,,Scheme S2,Research_Article,Negishi
COc2ccc1ccccc1c2,Cc1ccc(Br)cc1,Cc1ccc([Mg]Br)cc1,THF,24h,60°C,Ni(cod)2,[Mg],,,,ItBu,ItBu,Cc3ccc(c2ccc1ccccc1c2)cc3,92,88.0,RMgX,https://doi.org/10.1021/acs.orglett.6b02656,Optimisation,1,1.5,0.05,0.2,0,,Table 1,Research_Article,Kumada
COc2ccc1ccccc1c2,Cc1ccc(Br)cc1,Cc1ccc([Mg]Br)cc1,THF,24h,60°C,,[Mg],,,,ItBu,ItBu,Cc3ccc(c2ccc1ccccc1c2)cc3,0,0.0,RMgX,https://doi.org/10.1021/acs.orglett.6b02656,Optimisation,1,1.5,0.05,0.2,0,,Table 1,Research_Article,Kumada
COc2ccc1ccccc1c2,Cc1ccc(Br)cc1,Cc1ccc([Mg]Br)cc1,THF,24h,60°C,Ni(cod)2,[Mg],,,,,,Cc3ccc(c2ccc1ccccc1c2)cc3,0,0.0,RMgX,https://doi.org/10.1021/acs.orglett.6b02656,Optimisation,1,1.5,0.05,0,0,,Table 1,Research_Article,Kumada
COc2ccc1ccccc1c2,Cc1ccc(Br)cc1,Cc1ccc(Br)cc1,THF,24h,60°C,Ni(cod)2,,,,,ItBu,ItBu,Cc3ccc(c2ccc1ccccc1c2)cc3,0,0.0,RMgX,https://doi.org/10.1021/acs.orglett.6b02656,Optimisation,1,1.5,0.05,0.2,0,,Table 1,Research_Article,Kumada
COc2ccc1ccccc1c2,Cc1ccc(Br)cc1,Cc1ccc([Mg]Br)cc1,THF,24h,60°C,Ni(cod)2,[Mg],,,,IAd,IAd,Cc3ccc(c2ccc1ccccc1c2)cc3,65,,RMgX,https://doi.org/10.1021/acs.orglett.6b02656,Optimisation,1,1.5,0.05,0.2,0,,Table 1,Research_Article,Kumada
COc2ccc1ccccc1c2,Cc1ccc(Br)cc1,Cc1ccc([Mg]Br)cc1,THF,24h,60°C,Ni(cod)2,[Mg],,,,IMes,IMes,Cc3ccc(c2ccc1ccccc1c2)cc3,0,0.0,RMgX,https://doi.org/10.1021/acs.orglett.6b02656,Optimisation,1,1.5,0.05,0.2,0,,Table 1,Research_Article,Kumada
